Data as of,Start Date,End Date,Group,Year,Month,MMWR Week,Week Ending Date,State,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/30/2023,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,Tennessee,0,"1,612",101,126,0,15,141,
01/30/2023,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,Tennessee,0,"1,454",94,116,0,15,131,
01/30/2023,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,Tennessee,0,"1,516",101,97,0,10,107,
01/30/2023,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,Tennessee,0,"1,504",102,114,0,17,131,
01/30/2023,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,Tennessee,0,"1,611",111,121,0,13,134,
01/30/2023,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,Tennessee,0,"1,601",108,109,0,12,121,
01/30/2023,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,Tennessee,,"1,526",105,116,,,125,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,Tennessee,11,"1,528",104,125,,,138,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,Tennessee,56,"1,593",109,139,22,,182,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,Tennessee,53,"1,514",105,144,31,,169,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,Tennessee,43,"1,541",110,119,18,0,144,
01/30/2023,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,Tennessee,31,"1,483",102,110,,0,133,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,Tennessee,36,"1,495",107,108,15,,130,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,Tennessee,49,"1,492",108,101,13,0,137,
01/30/2023,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,Tennessee,57,"1,544",112,108,22,,145,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,Tennessee,33,"1,557",113,107,11,0,129,
01/30/2023,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,Tennessee,46,"1,467",106,107,16,0,137,
01/30/2023,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,Tennessee,37,"1,485",106,102,13,0,126,
01/30/2023,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,Tennessee,36,"1,500",112,100,13,,124,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,Tennessee,59,"1,570",114,100,19,,141,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,Tennessee,63,"1,562",118,114,23,,155,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,Tennessee,75,"1,533",110,96,22,0,149,
01/30/2023,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,Tennessee,107,"1,634",120,153,59,0,201,
01/30/2023,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,Tennessee,123,"1,650",122,146,64,,206,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,Tennessee,158,"1,710",125,177,74,,262,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,Tennessee,172,"1,713",123,181,97,0,256,
01/30/2023,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,Tennessee,178,"1,707",127,174,89,,264,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,Tennessee,178,"1,678",129,184,96,0,266,
01/30/2023,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,Tennessee,140,"1,687",125,166,67,0,239,
01/30/2023,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,Tennessee,181,"1,709",127,192,93,0,280,
01/30/2023,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,Tennessee,151,"1,624",118,151,69,0,233,
01/30/2023,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,Tennessee,185,"1,727",124,191,100,0,276,
01/30/2023,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,Tennessee,155,"1,620",120,185,92,,249,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,Tennessee,170,"1,743",128,205,100,0,275,
01/30/2023,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,Tennessee,135,"1,732",126,162,74,0,223,
01/30/2023,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,Tennessee,183,"1,769",131,181,104,,261,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,Tennessee,229,"1,784",130,203,117,,317,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,Tennessee,237,"1,788",123,240,117,,360,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,Tennessee,261,"1,841",134,236,147,0,350,
01/30/2023,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,Tennessee,283,"1,815",128,234,147,,372,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,Tennessee,311,"1,935",133,258,164,0,405,
01/30/2023,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,Tennessee,412,"2,001",135,310,227,,496,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,Tennessee,452,"1,919",130,328,244,,537,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,Tennessee,528,"2,200",144,361,266,,624,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,Tennessee,529,"2,188",141,384,285,0,628,
01/30/2023,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,Tennessee,603,"2,174",145,393,300,,696,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,Tennessee,701,"2,361",151,464,372,,793,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,12/27/2020,01/02/2021,By Week,2020/2021,,53,01/02/2021,Tennessee,677,"2,365",151,451,337,,792,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,Tennessee,771,"2,427",149,490,390,,872,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,Tennessee,677,"2,306",143,447,352,,773,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/17/2021,01/23/2021,By Week,2021,,3,01/23/2021,Tennessee,632,"2,289",144,446,334,0,744,
01/30/2023,01/24/2021,01/30/2021,By Week,2021,,4,01/30/2021,Tennessee,494,"2,083",137,354,255,0,593,
01/30/2023,01/31/2021,02/06/2021,By Week,2021,,5,02/06/2021,Tennessee,346,"1,951",128,276,190,0,432,
01/30/2023,02/07/2021,02/13/2021,By Week,2021,,6,02/13/2021,Tennessee,245,"1,774",111,225,125,,348,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/14/2021,02/20/2021,By Week,2021,,7,02/20/2021,Tennessee,244,"1,795",116,219,131,,334,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/21/2021,02/27/2021,By Week,2021,,8,02/27/2021,Tennessee,173,"1,756",117,169,89,,255,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/28/2021,03/06/2021,By Week,2021,,9,03/06/2021,Tennessee,153,"1,662",113,153,84,,225,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/07/2021,03/13/2021,By Week,2021,,10,03/13/2021,Tennessee,154,"1,603",110,161,75,,241,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/14/2021,03/20/2021,By Week,2021,,11,03/20/2021,Tennessee,98,"1,579",107,123,45,0,176,
01/30/2023,03/21/2021,03/27/2021,By Week,2021,,12,03/27/2021,Tennessee,123,"1,652",114,163,76,,213,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/28/2021,04/03/2021,By Week,2021,,13,04/03/2021,Tennessee,104,"1,568",107,134,55,,185,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/04/2021,04/10/2021,By Week,2021,,14,04/10/2021,Tennessee,128,"1,693",115,159,72,0,215,
01/30/2023,04/11/2021,04/17/2021,By Week,2021,,15,04/17/2021,Tennessee,103,"1,615",111,147,59,0,191,
01/30/2023,04/18/2021,04/24/2021,By Week,2021,,16,04/24/2021,Tennessee,124,"1,670",119,148,67,0,205,
01/30/2023,04/25/2021,05/01/2021,By Week,2021,,17,05/01/2021,Tennessee,114,"1,648",113,138,57,0,195,
01/30/2023,05/02/2021,05/08/2021,By Week,2021,,18,05/08/2021,Tennessee,113,"1,644",118,133,60,,187,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/09/2021,05/15/2021,By Week,2021,,19,05/15/2021,Tennessee,115,"1,641",119,140,66,,189,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/16/2021,05/22/2021,By Week,2021,,20,05/22/2021,Tennessee,102,"1,573",114,154,63,0,193,
01/30/2023,05/23/2021,05/29/2021,By Week,2021,,21,05/29/2021,Tennessee,78,"1,539",111,132,42,0,168,
01/30/2023,05/30/2021,06/05/2021,By Week,2021,,22,06/05/2021,Tennessee,69,"1,548",112,114,42,0,141,
01/30/2023,06/06/2021,06/12/2021,By Week,2021,,23,06/12/2021,Tennessee,57,"1,667",119,127,28,,157,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/13/2021,06/19/2021,By Week,2021,,24,06/19/2021,Tennessee,43,"1,576",117,115,22,0,136,
01/30/2023,06/20/2021,06/26/2021,By Week,2021,,25,06/26/2021,Tennessee,33,"1,547",113,101,19,0,115,
01/30/2023,06/27/2021,07/03/2021,By Week,2021,,26,07/03/2021,Tennessee,31,"1,513",114,92,15,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/04/2021,07/10/2021,By Week,2021,,27,07/10/2021,Tennessee,35,"1,447",104,103,24,0,114,
01/30/2023,07/11/2021,07/17/2021,By Week,2021,,28,07/17/2021,Tennessee,37,"1,510",111,81,20,,99,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/18/2021,07/24/2021,By Week,2021,,29,07/24/2021,Tennessee,78,"1,560",115,128,44,,163,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/25/2021,07/31/2021,By Week,2021,,30,07/31/2021,Tennessee,95,"1,600",117,110,53,0,152,
01/30/2023,08/01/2021,08/07/2021,By Week,2021,,31,08/07/2021,Tennessee,163,"1,710",123,171,83,,251,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/08/2021,08/14/2021,By Week,2021,,32,08/14/2021,Tennessee,305,"1,825",136,261,181,,387,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/15/2021,08/21/2021,By Week,2021,,33,08/21/2021,Tennessee,383,"1,964",151,316,231,0,468,
01/30/2023,08/22/2021,08/28/2021,By Week,2021,,34,08/28/2021,Tennessee,524,"2,128",158,407,318,0,613,
01/30/2023,08/29/2021,09/04/2021,By Week,2021,,35,09/04/2021,Tennessee,664,"2,300",170,500,404,,763,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,09/05/2021,09/11/2021,By Week,2021,,36,09/11/2021,Tennessee,717,"2,372",173,536,429,,825,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,09/12/2021,09/18/2021,By Week,2021,,37,09/18/2021,Tennessee,772,"2,397",172,539,449,0,862,
01/30/2023,09/19/2021,09/25/2021,By Week,2021,,38,09/25/2021,Tennessee,740,"2,376",176,543,444,,840,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,09/26/2021,10/02/2021,By Week,2021,,39,10/02/2021,Tennessee,576,"2,168",159,430,337,,670,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/03/2021,10/09/2021,By Week,2021,,40,10/09/2021,Tennessee,493,"2,085",152,378,290,,582,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/10/2021,10/16/2021,By Week,2021,,41,10/16/2021,Tennessee,371,"1,851",137,321,235,0,457,
01/30/2023,10/17/2021,10/23/2021,By Week,2021,,42,10/23/2021,Tennessee,310,"1,852",135,308,202,,416,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/24/2021,10/30/2021,By Week,2021,,43,10/30/2021,Tennessee,236,"1,760",121,215,138,,314,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/31/2021,11/06/2021,By Week,2021,,44,11/06/2021,Tennessee,162,"1,727",126,171,92,,243,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/07/2021,11/13/2021,By Week,2021,,45,11/13/2021,Tennessee,185,"1,805",127,219,107,,298,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/14/2021,11/20/2021,By Week,2021,,46,11/20/2021,Tennessee,147,"1,780",122,174,74,,247,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
